,Persona,chat
511, my favorite food is meatloaf. my favorite band used to be toto. my dog s name is toto. my grandma is from denmark.,"hi there . how are you doing today ?
i am doing great . hanging out wiht my dog . what are you doing ?
not much , watching some tv with my kids .
nice . how many kids do you have ?
just two . thinking about a third . you ?
just me and my dog toto . two boys or girls ?
one of each . where do you live ?
in denmark with my grandma . what about you ?
i am in upstate new york .
i love new york . what part of the city ?
near downtown . my favorite place is seattle .
i love seattle . it is a great place to find good meatloaf .
i enjoy taking road trips anywhere !
nyc is a great location to start a road trip . have you been to niagra falls ?
once a few years ago .
i have always wanted to see it . where was your favorite road trip ?
"
512, i love people with a sense of humor. i like to eat hard boiled eggs. i like to drink tea. i like to draw other people.,"hey , how are you doing today ?
hi i am doing good , just enjoying a cup of tea
cool . i am very excited at the moment .
what are you excited about . is it because i just made boiled eggs ? i love them !
well , now i am even more excited . i just got drafted by the minnesota timberwolves .
wow ! ! ! are you joking ? i love it when people have a good sense of humor
i am not kidding . i worked hard for this .
then congratulations ! can i draw you some time ?
sure . you like art a lot ?
i really like drawing people yes .
nice . i am a big art fan .
are you a big tea and hard boiled egg fan too ?
yes i am . they are in my diet .
awesome . then we would get along great
i bet . do you work ?
yes , i am a comedian . working with people with a sense of humor is the best
"
513, i m learning to play the guitar. i like to go fishing. my favorite music is jimi hendrix. i m a college drop out.,"hello . i am getting ready for a hike . what are you up to today ?
good afternoon , how are you ?
i am good . it will be nice to go relax after a long day on the farm .
i love to go fishing myself . it is so relaxing .
i love fishing too . it is hard to do since i lost my arm in an accident .
wow what a coincidence . i did as well .
that is crazy ! i lost mine in a car accident . how did you lose yours ?
the same . it made me have to drop out of college .
i am sorry to hear that . i did graduate . my accident happened later .
it does make learning the guitar a litle hard but i love jimi hendrix
you sound talented . i have a brother who is a musician . i am the youngest of 4 .
i have no siblings but i do have an ear for music .
do you have any loves besides jimi hendrix ?
fishing is my fav but i love to be out in nature any way i can
me too . that is why i chose farming instead of being a lawyer like my dad .
farming would be a good way to relax"
514, i once saw the easter bunny hiding behind my closet door. my mom is a checker at the local grocery store. i grew up in alabama. i do not like the song sweet home alabama. i love watching game of thrones.,"hello , how are you today ?
good afternoon . i am great ! and how is your day so far ?
its been good , just got back from some fishing , did not catch anything today though
oh wow ! i went fishing only once maybe 2 months ago and caught a baby flounder
awesome ! i love summer so its always great to see people getting out and enjoying themselves
i think being in a boat surrounded by all that water is scary !
agree , but i find it soothing to put on episodes of the lone ranger
game of thrones would be more like it .
i am more of a classic radio kind of guy , have you heard of chickenman ? its hilarious !
no never heard of him .
its a parody of batman . he had no skills and would take the bus to crime scenes .
that sounds hilarious . i may have to find that show
you can find it on stitcher premium !
never heard of that either . is it an app
yes , i enjoy listening to podcasts on it as i drive my chevy impala
growing up in alabama i have seen plenty of impalas"
515,i am a geology major at alabama university. i have a girlfriend of 7 years. i currently suffer from social anxiety. i never have had alcohol in my life.,"hello ! i just got done doing my daily walk and have come inside
wonderful ! thank you ! celebrating 7 years with my girl today .
www . . i just got and cat and my four kids are crazy over him !
four kids ? nice ! i cannot wait for kids !
they keep you busy for sure
what do you do for a living ?
i am a nurse and love it . and you ?
i am currently a geology major . collide
neat ! do you play any games for fun ?
not usually . i mean we have game nights once a month .
i enjoy game of thrones and also some other easy fb games
i have never played got . is it easy to learn ?
well . . . sort of you have to have a good teacher
when i play games it is usually board games . risk is my favorite .
that is an oldie but goodie . . lol
absolutely ! do you have any other hobbies ?"
516, i hate winter and the cold. i once swam with manta rays. my favorite show is csi. i would like to work for the smithsonian. my parents are lawyers.,"helloooo
helloooo ! !
how are you ?
been studying for my law exam
good luck ! what are your hobbies future lawyer ?
watching my favorite show csi
makes sense , getting your crime solving chops up
what are your hobbies
i love to fish .
that is fun .
do you have parents ?
yes , but they are super busy
"
517, i like to take drives in the country. i like to chat with my friends. i like to go to the movies. i like to read books that are in a series. i love to go out to eat with my family.,"hello there , hows it going ?
hi ! just sitting here chatting with friends . i like it . you ?
i just sitting watching television , what are you doing
other than chatting , thinking of going to see a movie . i like doing that .
yes this is fun , i live alone so this really helps not to feel so alone .
do you read books ? i like the ones that are in series .
well i have a dog so not technically alone
do you like eating out with family ? i love it !
what are you reading now ?
charlaine harris series . do you like country driving ? i do .
my parents died and i do not have any siblings either
sorry to hear . do you have kids ?
i wish , i barely have money for food , no money to drive anywhere
maybe you should read to get your mind off of things .
"
518, i work on cars for a living. my favorite food is a cheeseburger. i live alone. i enjoy fishing.,"hey there how is it going ?
hello . just got home for lunch . how are you ?
oh just enjoying a day off with my family
went fishing with some days off . what do you do ?
i am a doctor for children , and i have two myself
i bet the keeps you busy . no kids here . more time for fishing and cheeseburgers .
well that does not sound half bad . are you married ?
single , but i have plenty old nieces and nephews .
oh , i have myself a wife
sounds like your family with get bigger though . just takes time .
yeah i am a family kind of man
do you ever do any fishing ?
yeah sometimes . do you like it alot
it is one of my absolute favorite things .
it sounds like you really love it
i do . what are your hobbies ?
"
519," i used to be in the marines. i work as a bartender. i like to write poetry. when i have nothing else to do , i read books. i m a vegetarian.","hello , how are you doing today ?
hi ! long day , so i am alright . and yourself ?
about to have a nice cold shower and do some singing
sweet ! what kind of songs do you sing ?
mainly songs from halo 3 as i play it most of the day
oh , i did not know there were songs in that game .
it is hard to sing alone and listen to anything when you have a moped only
you should sing in the shower ! that is what i do .
i do , i told you i was about to !
oh i was not certain you meant at the same time . haha !
do you also think eye contact is weird ?
no , i think it is a good thing ! do you ?
yes , i hate when people stare too long
i am used to getting lots of glazed stares . i work at a bar .
stares into the distant past of youth
exactly ! and for some the not so distant ."
520, i ride a skateboard. i have often been called a slacker. i wear dingy clothes. i have blue and orange hair.,"hi there how are you
i am doing ok , busy day of skateboarding
o really i am more of a book person
really are you reading anything right now ?
yes a book of the road since i never learned to drive
i do not drive either , i never got around to learning
yea i think i just thought it would not be my thing since i am deaf
i am just lazy , my dad calls me a slacker
i been called many things since i like to scratch my nose for the heck of it
haha , just for fun ! how else would i know if was you if we met
i love the number 7 so i were it a lot
well you can tell it is me by my hair it is orange and blue
nice is for a sports team or what made you chose that
i lost a bet with some friends
wow that is crazy you should rock it for halloween also
it is my plan , i am going as a snow cone"
521,"my mother met elvis. i like cartoons more than movies. i love the water , any water , ocean , river , or lake. i moved out when i was 14. i like to listen to someone else reading a book.","hey , omar here . how are you ?
good . looking at some photos of when mom shook the hand of elvis .
who is elvis ? does he live on a farm too ?
he is the king . he made some movies . i would rather watch cartoons , tho .
i am the guitarist in a band . we meet in the red barn on the farm .
good for you , but i would rather listen to someone read a book .
books are good . there is a good bookstore in my village here in ohio .
i lived in ohio . i left my home when i was 14 .
i am still on the farm . i cannot go to the city . never been there .
do you have another job besides being in a band ?
oh , that is just some good country fun . we 3 boys help ma and pa .
what else do you like ? me , i love being near or in any body of water .
i like wrestling with my older brothers . i am the youngest .
did i tell you that my mom met the king , elvis presley ?"
522, i love to dance. ariel is my favorite princess. i am in high school. i love disney movies.,"hi . how old are you ?
hi , i just got my drivers license ! i am sweet 16 now ! whoop whoop !
i am one year older than you . congratulations on the license !
thanks ! do you work ? do you like it ?
i do not work . between school work and hockey , i have no time .
totally understand . i dance and it s after school .
do you live in the u . s like me ?
i do ! i live near disneyland . ok i go there like every week !
that sounds awesome . what is your favorite subject in school ?
well i love to sing . so choir .
i see . i am into challenging subjects , like math .
that s cool . i just sang part of your world from little mermaid
i love that movie ! do you have a boyfriend ?
ya ariel is my favorite princess . i don t have a boyfriend
mine too . would you be interested in meeting up some day ?
sure , but my dance life is pretty hectic ."
523, subway is my favorite fast food restaurant. i have a cat. i collect little figurines. starbucks is my favorite hang out spot.,"hi . how are you ? good i hope . i live in a terrible area .
i am sorry to hear that , i live in a pretty hipster neighborhood .
cool . that would make for fun times . i worry about how i look .
why do you do that ?
i fear they will see me as they see those from my area .
is there a starbucks ? that is my spot .
yes . there are like 6 by me . i enjoy coffee .
i like hot chocolate or tea better .
tea is good . it helps my mom a lot . she is not very healthy
she should eat more subway .
she does love subway . who does not ?
i surely do , it is my favorite fast food joint .
i prefer qdoba if i had to pick .
i like subway because i can share the meat with my cat .
cats are great . but i am allergic . love dogs though ,
that is too bad cats are the best ."
524,i have a missing pinky toe. i enjoy swimming. i have 4 dogs. i love cooking. i do not like green eggs and ham.,"hello , how are you doing ?
hello ! i am well , minus the missing little toe
ouch ! i am sad its the anniversary of my mothers death .
i am sorry to hear that news . did she enjoy dogs ? i have 4 of them .
she did ! i have her dog
right on . do you enjoy green eggs and ham ? i do not . . . i like swimming though
that is very popular in my restaurant ! the kids love ie
glad that they do ! i really love to cook . are you hiring ?
mother taught me to cook ! we are looking for an exterminator .
for what ? i have a buddy that does that
well the health department was not too fond of the rats . they are everywhere is russia !
commie rat bastards ! ! ! ! good thing i love to swim
can you swim from russia to sarah pains house in alaska ?
i believe i can . . . . the 4 dogs will keep me company
you are very talented . i wish my rat tail soup would be popular .
ratatoouieeee . . . . . without green eggs and ham"
525, i am a very tall woman. i love to cook ethnic foods. i love to draw. i have very curly hair.,"hi how are you doing today ?
hey how are you today ? like food ?
i love food ! pizza is my favorite , what is your favorite ?
that is my favorite ? are you tall ?
no i am short what about you ?
i am a freaking giant with curly hair
i have curly hair too ! can you drive stick ? i do
no i wish i could what you like to eat ?
pizza is my favorite food
cool i prefer to cook an draw
that is cool , i still do not know what i want to do maybe a cop like dad
really ? that is cool still
yea or possibly a teacher like my mom
that is cook i cook a lot of ethnic foods
"
526,"i really like cake and do not prefer vegetables. i am almost finished with my degree. i have one sister and a niece and nephew. i am 49 , male and live in dublin , ireland. i take care of my mother and father.","hello , how is your weekend going ?
its fine , with my mother and father .
i just got back from hiking the appalachian trail . do you like to hike ?
yes . in ireland we have some nice spots .
i have always wanted to go to ireland . do you love it ?
its awesome but i want to take my family to usa
its really nice here . good music . what kind of music do you like ?
after i finish my degree , we will visit . i love pop soul
folk music is my favorite . what are you getting your degree in ?
microbiology , are you in school ?
no , i graduated . now i work as a marketer .
cool , is that exciting work ?
i enjoy it . i work from home , so i set my own hours .
sounds like the perfect job .
"
527, i have four daughters. i am a michigan state trooper. i love chocolate cake with extra frosting. i play guitar. i have two siberian huskies.,"hi , how are you ? i am unwell for i sit on my computer for hours and hours .
hello , i am doing very well thank you . getting ready for work soon .
here i sit , always watching tv . foreign movies and tv shows .
i play the guitar for an audience of two , my huskies .
my current lifestyle , obviously , is quite boring .
nothing wrong with that , i like boring . my job is unpredictable .
i do like to learn of other cultures , however .
i do too , i encounter so many by responding to calls .
i would like to do other things besides sit here lonely all day .
you should find a friend and get out more .
i cannot find a friend alone on this couch .
no , you cannot . get off the couch .
i am attached to it , sadly .
all you have to do is get up .
i am unfortunately glued . gorilla glued .
that presents an entirely different situation .
"
528, i have trouble feeling emotion. i see a therapist that does not really understand me. my parents are distant. sometimes i wish i did not have to wake up in the morning. i have an older brother that has gotten into trouble.,"okay , i can buy new shoes after yoga on tuesday . then wednesday free !
hey that is good . you do a lot of yoga ?
only on tuesdays , keeps me flexible to shop . then pool day on thursdays !
sounds like you keep pretty busy
ugh , five day work weeks do not leave much time for my passion shopping . but pays for it !
well its good to be passionate about stuff , i guess
oh of course , i love swimming too , pool days are like 3 hrs . what about you ?
no i do not really swim . or yoga . i mostly just go to work and come home .
sounds like your friends need to take you shopping , dear .
eh i do not really have many friends
no one to shop or do yoga with ? why on earth not ?
i guess i am just not into doing things . never been close with anyone ."
529, i love horses. i collect seashells. i am a yoga instructor. i have a son. i have two chiuahuahs.,"hello there , do you have any plans for the weekend ?
hey there how are you ? i do i have 2 classes today to instruct .
what subjects do you teach ?
yoga , i think i am going to take my pets today .
oh animals are my favorite tell me about your pets ?
2 chiuahuahs , libby an billy . you got any ?
i do . a big rescue mutt named lucy
cool , i wanted to go to the beach an grab seashells but irma no no
you are not in the path of danger i hope ?
no not anymore , i had to move my horses too it was very stressful
i bet . i am lucky to be a bit far north for hurricanes
yes me also , i thank god for my sons helping me out ."
530," i am a hippie. i have two tattoos. i drive a large , blue van. i love to recycle. i have curly , red hair.","how are you doing this fine day ?
hi . do you recycle too ?
i do recycle when i have the time
cool . are you busy most of the time ?
i have to study a lot since i am in college
i can pick up your recycling with my big van .
as long as you do not see my dog you will be fine
does he not like red heads with curly hair ?
socks is very temperamental when it comes to new people
no worries . i love dogs . i love everyone . peace !
with your love does that involve dancing ?
yes . i have two dancers tattooed on my ankle .
i do not have any i want some
they hurt but are so groovy .
"
531, i collect seashells. i have two chiuahuahs. i love horses. i am a yoga instructor. i have a son.,"hello , how are y o u ?
good i rode horses with my son today
nice i like horses . my big brothers ride them
sometimes after i instruct yoga i ride horses to collect sea shells
so you are a yoga teacher ?
yes i am i also enjoy time with my dogs sparky and tito
i am into photography . i take photos of everything
would you take photos of my son
sure , how old is he ?
he is 15 and would like to be photographed in a seashell
hey that is a great idea . very unique
he also rides naked on his horse silly boy
my goodness ! ! ! he can get in trouble for that
i am also not vegan this time
me either . i love meat
steaks taste excellent medium rare"
532, my favorite color is purple. i love ballet. i have blonde hair. my favorite food is macaroni and cheese.,"i have traveled to hawaii in the last year . have you traveled ?
i have , extensively . i am a ballerina .
that is really neat . i like wearing green .
i love purple ! what is your favorite food ?
anything with greens on them ! do you have any cats ?
i do not have any pets , i am away from home for a long time .
do you travel ? i travel at least twice a month . it is exciting
i do . do you have memory issues ?
not at all . i remember the silliest things .
i am a grey eyed blonde . what do you look like ?
that is beautiful . i am an original brown eyed brunette .
very lovely . i dyed my hair brown once , i really loved it .
beautiful . have you decided your dream car ?
i drive my dream car every day i am home . a 65 mustang .
awesome . i love my surburban in forest green . it is beautiful .
those are very nice . i am looking at a lexus for winter driving ."
533,my favorite place to spend time at is the beach. i live in a medium sized city. i have 3 sisters and 2 brothers. i love to read.,"good morning , how are you today ?
good thank you , how are you doing today ? any special plans ?
nothing special , just my usual 6 mile run , you ?
well today i do plan to make my way to the beach for some relaxation .
i love the beach , and i love catching crabs there . they taste so good dipped in butter
oh i know ! this time of year is perfect though since there are not too many people .
i agree . i like to go kayaking at this time of year for that reason
do you kayak with family ? i tend to do things like that with siblings .
no , but we do like to fly our model airplanes together
that sounds like fun , not too much room near home for us to do that .
maybe we could meet at the beach and do it
maybe one day , i can bring my favorite book too .
what is your favorite book ?
tom clancy splinter cell , it is a great spy book .
maybe i should look into that and get into reading
you will want to do it away from the hustle and bustle of the city ."
534, i love watching funny movies. i like to play tennis. my dad is a veteran. my favorite color is green.,"hello how are you today ?
hi ! i am ok and yourself ?
good , just got home from some shopping .
was it grocery shopping ? i was watching a funny movie .
no just clothes for my kids . what movie ?
i see . it is a comedy tennis movie , which i love as well . how many kids ?
2 kids . they are always needing clothes it seems
yes they do . so what is your favorite color ? mine is green .
i like purple and white . same colors as my cheer leading uniform in highschool .
right on . purple is my other favorite color .
what do you do for a living ? i am a blogger .
i am a musician . i play in a metal band and promote metal shows .
that sound busy , but also fun . i am guessing you travel alot .
i do . at least around my state for now . lots of fun ."
535, my favorite type of music is metal. i like watching tv and movies. i work in commercials. i have a lot of allergies. my dad died when i was in high school.,"hi , hows life treating you ?
good so far . . how about you
i am just chilling , riding the couch .
relaxing the weekend with cool movies and beer ? ?
its a walking dead marathon for me
hm . . try breaking bad . . its more interesting
i love that show . i have a comic convention coming up .
interesting . . where are you from ?
georgia and where are you from ?
i am from boston , ma
cool i love the accents lol
yaa . . did you ever visited boston ? ?
never been but i have friends from there .
you have one more from today
"
536,i like to run. my favorite movie is 16 candles. i drive 300 mile a week for work. i have 3 children.,"hi its bill ! are you interested in preserving the political process ?
hi ! which aspect of it ?
exercising your right to vote . i am very passionate about it
sure ! that is important . i tell that to my 3 children too .
nice ! today is my day off , i am a nurse and man i hate the long hours
anything fun planned for today then ? do you like movies ?
i might go to a toyota dealership to look at a new truck . love movies !
16 candles is my favorite ! do you drive a lot for work ? me 300 miles week !
love 80s movies ! what about pretty in pink ? me 5 miles a day
i like it . lucky you ! what other hobbies do you have ? i am into running ?
i am really passionate about cars , toyotas in particular . i should be salesman , i am always at a dealership !
maybe a career change will be good for you . . . and shorter work hours !
haha , that is true ! but i love being a nurse even though its tough . what do you do ?
i own my own business and i control the hours ! ;
wow , very cool ! you sound very self motivated
i am ! good luck with the truck search today !"
537,i work at the grocery store. i am a college student. i ride a unicycle. i own 4 cats.,"hi what do you do ?
hello , how are you doing today ? i work at a grocery store .
i m good . i m a bartender
that is nice . do you like it ?
yes i do . i own the bar . do you like the store ?
i love it a lot
i live in chicago where do you live ?
i live on the west coast
i see . are you married ?
i am . i also have 4 cats .
cool i have had 5 husbands
that is a lot . are you on your 6th ?
single right now . do you like dogs ?
i love dogs . they are so much fun ."
538," when people do not like my social media posts , it upsets me. i like to cook new recipes. i am from austin , texas. i post a lot about the food i eat on social media.","hi , i work long hours as a tech at a hospital . you ?
i am a food blogger from austin texas !
cool i hate working so much , but it pays for my car .
i definitely understand that , what kind of car do you have ?
toyota , but someday , i am getting a truck .
awesome , i need something with good mpg because i travel for work a lot
do you vote in elections ? i like voting .
yes i make sure to every time , its really important to me
great , have you looked into an electric car ?
i have looked into hybrids before . are you active on social media ?
no , not really . my grandchildren have not taught me that yet .
i like it but i feel hurt if no one replies to my posts
i can certainly understand that .
is there anything else you enjoy doing ?
"
539, i like to take my dog for long walks. i have a lizard named ragini. i enjoy cooking for people. i like to plant flowers in my gardens. my mother lives with me.,"hello , my name is chris . a linebacker . how are you ?
hi chris . i am beth . what do you do for fun ?
watch football . love watching my team , baltimore ravens .
i kinda like football . i love having people over for dinner so i can cook for them .
i did 128 tackles last year which was amazing !
wow ! i bet . since my mom has been staying with me , i do not watch tv much .
too bad . i miss my mother . she is back home in hawaii
you really must miss her . do you have any pets ?
i do . a cat named majora . you ?
i have an exotic pet . his name is ragini . a lizard .
how exciting . how old ? it must be interesting to have a lizard .
the lizard is just two . then i also have a 10 year old dog named roscoe .
how cute , roscoe . what kind of dog ? i enjoy a blue heeler .
german shepherd . he loves to take long walks . how old is majora"
540, i have a large cd collection. i play the bass. favorite band is the beetles. i like vintage furniture.,"hi ! how are you today ?
i am great how are you ? just playing some bass !
oh wow ! one of my grandchildren plays the bass !
what is his favorite band , do you know ?
no . with eight grandchildren its kind of hard to keep up .
you should get him in to the beetles they are great , what are you up to ?
i will try to . i am actually about to go to yoga .
where do you live ? you should teach me sometime .
in a retirement community in florida
must have some vintage furniture in there , my favorite .
really ? my glasses are vintage .
anything else interesting about you ?
not really . my grandkids are more interesting . i am healthy though !
i love kids , they would enjoy my big cd collection .
"
541," i like camping and the outdoors in general. i m originally from london , england. i am a model building enthusiast. i love going to comedy clubs. i recently lost both my parents to an automobile accident.","hi there . how are you doing ?
i am great ! what are some of your hobbies ?
i love to bake cupcakes . and reading .
i like reading too . i also love the outdoors , and i like to go to comedy clubs .
working at a grocery store , i meet really funny people
haha . where are you from ? i am from london , england .
chicago , illinois . but i do not like it much . you like it where you are ?
love it . however , i am sad because both of my parents died recently .
so sorry . both mine passed also .
how did your parents die ?
both from liver failure from drinking . two years apart .
so sad . mine died in a car accident .
next to losing a child , losing parents is the hardest thing a person can go through
i agree , i try to keep myself busy building models .
i read tarot cards to keep myself busy . and get messages from them .
lucky you ! nice to have a connection to the other side !
"
542,my wife recently got laid off from her human resources job. i have been on the design team for over 65 video games. i design video games for a living. i am trying to create my own startup company in the gaming industry. my son plays on the local football team.,"hi , how are you doing
not too great . my wife just got laid off .
sorry to hear about hope she fine another one soon
me too . how are you ?
am fine , just got back from church
do you work at the church or are you just a member ?
yes i work with the paster
that is cool . i am trying to startup my own company .
that is great , i love old car what about you
i love designing video games . do you have any family ?
yes i have five sisters and seven brothers
wow ! big family ! any children ?
yes five children and grand also , what a bout you
i have a son . he plays on the local football team .
that great i no you are pride of him
yes . so proud . so how long have you worked with the pastor ?
"
543, i am a recovering alcoholic. i once lived in a storage locker for two months. i make pottery. i like to refurbish classic cars.,"hey . hows it going ?
its going great here , how about with you ?
its going fantastic . i love my job and i love my life .
that is wonderful to hear ! what is your new job ?
i play for basketball for the minnesota wolves .
very interesting job . you must be quite tall .
as tall as any other basketball player . what about yourself ?
well i just opened a new pottery shop that has taken off , especially doing bridal showers
that is pretty cool .
well thank you . how do you like the minnesotan winters ?
i cannot complain . where are you from ?
i am originally from south dakota and now live in michigan
why did you move ?
job opportunities are more prevalent here .
that makes complete sense . gotta go where the jobs are .
for sure . do you have any interesting hobbies ?
"
544, i love dogs and cats. i have a lot of friends. i am ten years old. my dad works at the mill and my mom is a teacher.,"hello , how are you doing today ?
i am doing good , i have lots of friends !
that is great ! i do not have many , but that is okay .
how old are you ? i am 10
i am 31 . my son is also 10 ! do you like video games ?
no , i do not play them much , but i like cats and dogs a lot
i have two dogs . do you have any pets ?
my dad said he would get me one when he does enough work at the mill .
does your dad work a lot ? i make beautiful cakes for a living .
that sounds yummy . yes , and mom is my teacher at school
very nice . do you like school ?
yes , all my friends are there . what do you like
i love to work . i own a small bakery with my wife .
that sounds like it smells good ."
545, i slack off on my homework. i have bad luck with relationships. i am a hopeless romantic. i have trouble getting motivated.,"hi how are you today
i am a little sad . i have such bad luck with guys .
i know that feeling i am still dating people to find the right guy
i am just such a romantic and cannot find the right person .
its good to be romantic at times . i am deaf so i tend to scare people away
its a shame they cannot get to know you for who you are .
yeah but its ok do you have any pets
no , no pets . do you have any ?
i have a therapy puppy pug
is it a service dog for your hearing or therapy for something else ?
its for hearing i was born like this but still need help
i am sure that is a big help .
yes it is . what do you like to do in your spare time
i really should be doing my homework but i am really having a hard time motivating .
"
546, i watch foreign movies and tv shows. i sit on my computer for several hours a day. i am bored with my current lifestyle. i enjoy learning about other cultures. i wish i could speak another language.,"do you ever feel like therapy does not do anything ?
i wish it could help me . i hate my life lately . need a change .
i have an older brother that is always getting into trouble . . . is family problems that got you down ?
no . want to go somewhere people do not speak english .
i think i know the feeling . . . like you just want to get away from everyone right ?
escapism . yeah . wish i knew another language . ca not learn by doing nothing .
i do not think i have the motivation for that anymore .
easy . get on a plane . go somewhere . maybe south america .
way too scary . south america is full of kidnappings and violence
same as here . but people are smiling . food is good , too . and drinks .
no thank you , maybe i will have an affair with my shrink . . .
your shrink ? that is bad . they know whats in your head and can play with you .
"
547, i work out daily. i own many cars. basketball is my favorite sport to watch. i like watching sports.,"hello how are you today
i am good , just done finished with my daily work out .
sick i just got off work from the candy store
oh i am sorry . i am going to watch sports today .
i played football while in college
oh , me too ! but basketball is my favorite to watch .
really not much of a fan of hoop
oh , too bad ! any hobbies ?
yea politics how about your self
oh , politics . some days i love them others i hate them .
do you like to run at all ?
yeah , i try to run a few times a week .
i do about 2 miles every day lol
oh , when i run i try to at least four ."
548, i am currently going to school to be an artist. i live in a small apartment in new york. my favorite flower is a rose. i have a small pet cat. i am twenty one years old.,"are you ready to go to the gym ?
nah , i am the artist type , going to school for that
i have never been to college
all good , kinda overrated . i am 21 and broke with a tiny apartment
i spent 25 years in the navy . i think that is why i like the bar scene
bars are fun since i just turned 21 !
yes , but i am still a health nut ! meal prep and the gym for me
healthy body , healthy mind , healthy soul . . . my cat helps with that too !
i love cats . is yours a boy or girl ?
a girl , she is a little one too
oh sweet ! do you work or just go to school ?
just going to school at the moment"
549,my favorite food is steak. i only listen to opera. i have never been to canada. i get up at 4am everyday. i live in a condo.,"so what are you up to ?
oh , i love to eat steak while listening to opera .
i like to eat ramen noodles on my couch
i like to travel by car not not into canada
i like to to read to my 2 dogs
not good for you , but i still eat that
i enjoy my pet lizard iggy .
good for you , getting up early is becoming my habit , at 4 in the morning .
you seem lie a nice person
lizards are not allow in my condo
i cant afford to live in a condo
thanks , i hope i am , maybe opera music can do that
is it expensive to go to the opera ?
it is little expensive for some , but still cheaper than in some major cities"
550, i am a roofer. i played football in high school. i always have a beer after work. i drive a lifted chevy truck.,"hello there , friend ! i just finished my workout and i am ready to chat !
hello , what do you do for work ?
i am a sales person . travel , travel , travel . i see it all ! what do you do ?
i am on my way to work , i do roofing for a living
that sounds like a tough job . do you have any hobbies ?
its long hot days so when i am done i usually have a cold beer afterwards
i usually just drink green drinks . they keep me healthy . do you have a family ?
i like mud bogging in my chevy truck it has a 3 inch lift on it
i would love to try that ! i will try anything at least once !
no family , just graduated high school , i was a good football player
you sound like a good athlete . good for you for staying active .
so what do you sell on your travels ?
i sell fitness equipment . i meet a lot of people and get to tell them about god .
i am still very young so it is easy for me to stay active"
551, my hobbies include photography and hiking. my favorite music genre is rock. i hope to travel the world one day. i am a farmer. i have two pet dogs.,"i love walks on the beach after ribs
i work on my farm my dogs casey and macy are amazing
i am happily single living in california
i like to hike and take pictures of nature as a hobby
i love photography in the spring
i love rock music any type of rock music
i do graphic design so photos are second nature
i would love to travel the world some day
i did to italy last summer but nothing special
how was that trip for you ?
good would been better with someone with me
well maybe next time you are able to do that .
yeah hope greece i have someone
i wish i had the time to travel but with the farm . . . hard time to find time .
i miss horses used to ride with my brother
well come to my farm ad you can ride horses .
"
552, i read autobiographies before bed. i have a cat named george. i regularly go to the gym. my favorite band is metallica. my favorite meal is chicken and rice.,"wow just finished reading ender s game , what a great book !
really ? i always check the autobiographies in bed
it s not an autobiography . it s a science fiction alien book . well movie too
that is good i also have cat and we always go to the gym
ohh cats annoy me , they get into my garden and mess it up
how about metallica i like them a lot
i m not really into that kinda music . i m from rural ky and like southern rock
that is cool i love chicken with rice there
besides autobiographies what kind of books do you read ?
not much but i love watching movies
movies are good but i feel like books are able to convey so much more .
yes i agree it make you more imaginative
and more intelligent . watching too much tv i thing dulls peoples minds
yes i know but some series are good
true . i hate reality shows though . so dumb . so is fox
i love watching fox sports
"
553, i cannot eat shrimp. i have long legs. i am dumpy. i have long fingers. like a skeleton.,"hi ! how are you doing today ?
i am doing pretty good . you ?
just fine ! i have not gone shopping in a while . i walk barefoot
oh that is cool . i look like a skeleton and i cannot have shrimp .
do you have any hobbies that keep you so thin ?
not really , i just have naturally long legs and fingers .
are you able to knit with your long fingers ?
that would be kinda cool but www . . . .
i am looking for someone to teach me . i was once a tutor
oh that is cool but i am not a very good student .
i can help you in english . we can read jan austen together
i suppose i can give it a try but not promising much
"
554, i work at a coffee shop. my sister and i are in a grunge band. i have an eyebrown piercing. both of my parents are teachers.,"president trump here . how goes it my fellow american ?
hello president . i am on break , i work in a coffee shop .
when i want a cup of coffee , i just go in and buy the shop .
must be nice ! my parents are teachers , we do not have your kind of money .
when i used to own casinos , my parents lost all their money gambling .
i am in a grunge band with my sister , that is how we make extra money .
i have created millions of jobs since january . you need to get a real one .
i cannot get a real one since i have an eyebrow piercing .
there is an easy solution to that . take it out !
why did i not think of that ? lol . i am actually a teacher , with no piercing .
i am a single father and small town minister p
i want to live in a small town . i am in houston .
hopefully , no one you know fell victim the the hurricane .
we were fortunate ! thank you !
that is great to hear . there have been too many tragedies and so much turmoil lately .
i know ! let us continue to pray .
"
555,1984 is my favorite book. i am in college. i am allergic to nuts. i love book.,"hi . i am kevin . i love to play music
oh , kevin is my husbands name !
nice ! i am a student . what do you do ?
what instrument do you play ?
guitar . do you like music ?
i am a college student and love music !
wow . are we the same person ? lol
lol ! my brother played clarinet and was in line for the bso .
awesome ! i love working out you ?
not into it but love to walk .
me too ! and biking
do you like to read ? i love it !
i do ! i love to learn things . . . i also develope software .
nice ! ! ! nothing like a good book !
except a good piece of chocolate cake !
so true ! what kind of software do you develope ?
"
